2.97454572,129.85917664,95.89810944
60.26390457,29.64977264,163.03744507
159.94633484,48.78421783,172.23388672
117.4620285,107.72254944,196.03152466
14.86155796,78.55511475,173.08543396
39.45909882,50.14102554,8.12666607
69.61608887,87.49393463,102.84371948
42.80919647,43.52144623,143.97621155
32.97650146,128.83470154,97.17093658
174.33006287,126.12253571,50.5775795
169.94500732,64.37973785,188.59870911
49.6937027,47.91831207,2.93018222
65.17836761,18.91070938,70.68084717
22.90769958,61.14263916,0.88731295
153.72291565,146.8621521,11.55134392
87.14841461,131.67501831,27.56605721
164.64187622,75.41326141,117.00852966
173.97012329,155.34361267,1.72397268
53.95727158,25.70375061,22.94205284
40.6874733,92.73311615,55.88232422
111.94119263,150.80923462,0.78793168
27.55237579,93.97141266,67.45136261
60.01291275,149.32406616,96.57123566
45.14073563,49.02185822,11.28460121
185.08099365,154.61010742,9.57250023
161.44322205,41.03433228,172.14930725
107.32709503,95.0742569,23.54812813
146.08830261,139.16238403,25.7913723
12.93362617,59.27845383,14.78644943
44.22318268,97.4638443,67.59170532
188.46624756,166.25834656,15.61899567
48.83123016,156.23178101,110.32551575
135.58346558,21.06485176,83.50280762
199.50219727,62.07943344,192.66400146
178.42195129,58.42897034,188.69903564
87.30091858,71.74682617,159.39012146
21.73441887,113.35593414,60.21838379
10.08457565,135.68624878,101.70771027
198.39303589,159.95513916,21.4839077
193.85740662,144.57696533,160.07510376
82.08587646,126.45034027,48.13008118
70.36914062,174.56942749,196.71336365
193.31355286,108.75656891,39.9003067
11.22550964,177.15786743,99.86486053
195.45896912,38.75311661,151.12573242
128.73893738,51.91979599,11.84391022
23.63928986,157.36627197,88.47551727
188.7875824,28.99860001,148.50445557
61.69743729,181.14129639,185.06570435
96.61247253,67.77895355,172.48933411
169.0368042,187.32777405,167.25550842
105.48387909,99.84970093,23.43889427
127.08869171,70.43524933,23.26618576
41.17067337,176.91091919,175.0473938
180.04672241,121.39586639,67.13816833
9.7524662,138.07635498,106.56182861
110.19140625,117.38581085,173.61161804
148.0344696,110.17614746,89.11261749
80.78212738,129.41656494,27.33374977
154.09352112,50.90627289,185.55053711
165.56533813,131.13920593,159.65046692
56.83807755,160.37316895,118.32593536
68.40936279,18.09098053,130.90922546
15.9574604,96.48305511,127.82859039
14.16195965,135.95965576,152.06225586
136.37896729,74.54148102,151.85197449
87.07862091,127.08264923,44.87696838
7.27833557,114.67894745,150.41798401
51.15732574,39.80023575,142.13905334
36.26063156,187.19932556,113.00436401
62.45014191,38.55144119,171.13598633
9.46764374,123.93533325,109.46174622
96.8794632,140.89700317,36.33966064
194.38870239,23.84499931,86.9280014
106.95314026,141.94624329,197.91261292
103.55353546,114.29155731,197.97140503
6.39708042,146.42625427,107.36855316
6.82569742,67.69071198,8.0135355
198.39007568,145.6545105,163.80773926
62.91014862,74.46009827,93.6348877
148.1739502,68.68057251,24.5282917
137.0116272,34.90921021,159.54548645
123.10620117,8.72390079,55.42182922
24.36515808,32.89372635,37.78547668
39.64217377,66.05866241,114.56803131
36.72130203,109.93535614,16.76639366
