70.156624,96.15292,53.309875,6062.39321398923,2668
81.521454,97.078606,50.793945,1880.7685891182712,2668
89.99363,89.363464,55.29306,2147.8804194041627,2668
61.28039,106.87784,28.751831,4703.335969091587,2668
52.308968,70.699394,47.840836,2132.3652936858757,2668
75.81542,115.23474,55.286865,2659.96266600952,2668
31.511135,72.58954,66.190125,2189.492536463023,2668
73.83023,86.13341,33.57599,3126.216932690337,2668
82.39593,75.49866,65.32622,3770.028699283523,2668
42.748287,117.99826,55.465363,2117.201318889723,2668
47.31903,109.499344,65.01535,3777.375902133493,2668
44.00471,83.22331,40.436157,3052.4599970985555,2668
43.84918,111.3219,46.84912,1964.1770455686817,2668
86.045555,64.28349,45.626953,2434.6452698722787,2668
94.093506,73.827774,47.14209,880.527424935249,2668
69.55043,118.60496,58.066895,2580.878085041489,2668
79.37371,100.72743,43.845947,3124.9371956902987,2668
88.12299,73.23195,43.454895,2005.6292687811103,2668
60.494934,117.924255,66.4707,1190.8283271723988,2668
70.44388,108.940155,74.06006,1800.1856078881704,2668
58.250504,68.82765,47.935974,3117.9628342200926,2668
81.47015,95.091064,62.862793,2057.35910498045,2668
53.250694,115.96352,90.243164,1965.9459903225145,2668
55.416603,70.05544,78.51793,2905.531768270941,2668
59.958992,57.895737,47.04956,2912.1655309335324,2668
68.73103,67.38776,30.307007,3667.162583326685,2668
48.79418,124.101456,70.45166,2064.8619515196137,2668
46.19008,119.37063,77.78027,1383.3181683114549,2668
78.14488,84.67555,69.34619,4227.369067222203,2668
42.635353,88.527176,91.23619,2052.9773394253475,2668
63.689278,70.294464,80.14554,3481.857779555401,2668
58.263897,113.974785,42.5354,2742.862422605701,2668
63.61354,116.91957,41.63672,3423.720611484247,2668
58.816235,116.713684,78.49121,2047.74099915114,2668
56.285,79.77571,67.32422,5130.956892708709,2668
52.50247,88.40689,83.634766,2249.708764209229,2668
45.764107,74.76243,51.60932,1386.688396443943,2668
60.517796,97.55583,89.28244,3178.049505449117,2668
75.40954,51.63592,46.911377,2131.027080384529,2668
54.491646,111.343956,58.898865,2290.677055725125,2668
75.9497,98.277985,64.529785,2064.7637582317043,2668
53.065746,113.27318,54.94542,2015.3016007544895,2668
78.1367,65.423546,51.960594,4723.999061124963,2668
91.522804,81.93642,48.833954,1613.1841120360984,2668
47.271473,83.317184,53.31672,4629.978841394457,2668
56.816143,68.73217,55.426758,2252.310153553101,2668
45.671356,78.724525,66.50781,3543.096389953036,2668
52.631893,92.07718,37.909912,4547.996532533072,2668
58.064754,62.409027,58.053146,4268.751529233072,2668
69.07364,81.10991,83.946396,3814.1594008986895,2668
75.3136,92.16373,33.8407,2232.00920422782,2668
75.782265,104.230286,65.32007,1395.89951307844,2668
53.73145,75.838554,84.59009,1886.3710291435204,2668
67.72819,108.95961,65.56358,2220.130747533692,2668
55.35722,123.81991,12.570068,3238.969793725349,2668
